Child ID,Age,Gender,Region,Abuse Type,Severity,Reported By,Support Provided,Case Outcome,Case Description,Date,Timestamp,Address,County,Notes,Confidence Score,Flagged,Case Status,Assigned Investigator
124,7.0,Female,Urban,Physical,Low,Neighbor,No,Ongoing,Child reported with bruises and scars. Unconfirmed report.,2024-05-19,18:32:44,"107 Highland Ave, Meridian, MS",Harrison County,,0.0,True,Ongoing,Unassigned
125,7.0,Female,Rural,Emotional,Medium,Teacher,Yes,Dismissed,Low self-esteem observed by teacher.,2012-03-06,21:47:59,"338 Broadway St, Olive Branch, MS",Forrest County,,0.0,True,Ongoing,Unassigned
126,6.0,Female,Rural,Emotional,Medium,Neighbor,Yes,Resolved,Child shows signs of withdrawal and fear.,2010-11-18,03:00:33,"235 Pine St, Greenville, MS",Rankin County,,0.0,True,Ongoing,Unassigned
127,3.0,Other,Suburban,Emotional,Medium,Parent,No,Ongoing,Child shows signs of withdrawal and fear. Unclear details.,2021-07-31,05:01:04,"557 Church St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
128,13.0,Other,Rural,Sexual,High,Police,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2015-08-14,16:29:40,"169 Pine St, Meridian, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
129,7.0,Male,Urban,Sexual,Medium,Police,Yes,Dismissed,Inappropriate comments made by caregiver. Unconfirmed report.,2020-01-30,13:26:27,"557 Park Ave, Tupelo, MS",Harrison County,,0.0,True,Ongoing,Unassigned
130,5.0,Male,Suburban,Emotional,Low,Parent,Yes,Dismissed,Child shows signs of withdrawal and fear. Unconfirmed report.,2020-06-08,00:15:59,"696 Park Ave, Biloxi, MS",Madison County,,0.0,True,Ongoing,Unassigned
131,8.0,Female,Suburban,Sexual,Medium,Teacher,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2014-01-17,17:05:16,"855 Broadway St, Gulfport, MS",Jackson County,,0.0,True,Ongoing,Unassigned
132,17.0,Other,Urban,Neglect,Medium,Parent,No,Dismissed,"No supervision at home, child wandering streets.",2016-04-24,08:23:22,"781 Main St, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
133,1.0,Other,Suburban,Neglect,Medium,Neighbor,Yes,Dismissed,"No supervision at home, child wandering streets. Typo heree.",2011-07-09,19:12:22,"539 River Rd, Horn Lake, MS",Forrest County,,0.0,True,Ongoing,Unassigned
134,14.0,Other,Suburban,Sexual,Low,Parent,No,Dismissed,Inappropriate comments made by caregiver. Typo heree.,2022-05-02,11:30:48,"439 Highland Ave, Hattiesburg, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
135,17.0,Female,Urban,Sexual,High,Parent,No,Resolved,Inappropriate comments made by caregiver. Unconfirmed report.,2023-01-07,19:36:04,"344 Church St, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
136,10.0,Male,Suburban,Neglect,Medium,Teacher,No,Ongoing,Child often appears hungry and unwashed. Unclear details.,2010-04-23,02:38:39,"158 Park Ave, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
137,12.0,Female,Urban,Physical,Low,Neighbor,Yes,Resolved,"Frequent injuries, parents claim accidental. Unclear details.",2024-09-04,02:54:18,"937 Highland Ave, Greenville, MS",Harrison County,,0.0,True,Ongoing,Unassigned
138,16.0,Male,Urban,Unknown,Low,Other,Yes,Resolved,Child often appears hungry and unwashed.,2017-09-22,01:48:37,"231 River Rd, Tupelo, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
139,14.0,Male,Rural,Neglect,Low,Other,Yes,Dismissed,"Repeated absence from school, reported malnutrition. Typo heree.",2012-07-02,17:23:08,"850 Oak St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
140,16.0,Female,Rural,Sexual,High,Police,Yes,Ongoing,"Unusual behavior, child refuses to discuss.",2023-06-28,18:11:49,"530 River Rd, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
141,8.0,Male,Suburban,Neglect,Low,Parent,No,Resolved,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2015-05-26,18:40:14,"303 Broadway St, Tupelo, MS",Harrison County,,0.0,True,Ongoing,Unassigned
142,10.0,Male,Suburban,Sexual,Low,Police,Yes,Dismissed,"Signs of trauma, reported by neighbor. Unclear details.",2018-08-30,15:44:57,"249 Church St, Gulfport, MS",Madison County,,0.0,True,Ongoing,Unassigned
143,17.0,Other,Urban,Sexual,High,Teacher,Yes,Dismissed,"Unusual behavior, child refuses to discuss.",2023-11-19,04:23:35,"541 Pine St, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
144,16.0,Male,Suburban,Emotional,Medium,Other,Yes,Ongoing,Child shows signs of withdrawal and fear.,2023-01-13,00:50:02,"390 Park Ave, Gulfport, MS",Lamar County,,0.0,True,Ongoing,Unassigned
145,17.0,Female,Urban,Neglect,Low,Parent,No,Resolved,"Repeated absence from school, reported malnutrition.",2024-02-03,00:23:15,"222 Pine St, Biloxi, MS",Lee County,,0.0,True,Ongoing,Unassigned
146,16.0,Female,Urban,Physical,Low,Teacher,No,Resolved,Seen limping and reluctant to explain. Unclear details.,2023-05-08,22:19:59,"367 Cedar St, Horn Lake, MS",Jackson County,,0.0,True,Ongoing,Unassigned
147,8.0,Male,Suburban,Emotional,Low,Teacher,Yes,Resolved,Reports of constant yelling and verbal abuse.,2021-01-26,11:02:45,"972 Oak St, Biloxi, MS",Lee County,,0.0,True,Ongoing,Unassigned
148,6.0,Other,Urban,Sexual,Low,Parent,No,Dismissed,"Signs of trauma, reported by neighbor. Unclear details.",2014-09-07,11:16:08,"679 Highland Ave, Tupelo, MS",Rankin County,,0.0,True,Ongoing,Unassigned
149,6.0,Other,Rural,Sexual,Medium,Teacher,Yes,Ongoing,"Signs of trauma, reported by neighbor.",2015-07-25,22:42:41,"291 Park Ave, Gulfport, MS",Hinds County,,0.0,True,Ongoing,Unassigned
150,9.0,Male,Suburban,Physical,Low,Parent,Yes,Ongoing,Seen limping and reluctant to explain.,2017-08-28,15:54:03,"291 Highland Ave, Meridian, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
151,4.0,Male,Rural,Sexual,Low,Parent,No,Resolved,Inappropriate comments made by caregiver. Typo heree.,2022-01-08,01:45:11,"614 Broadway St, Tupelo, MS",Jackson County,,0.0,True,Ongoing,Unassigned
152,12.0,Female,Suburban,Neglect,Medium,Neighbor,Yes,Dismissed,"No supervision at home, child wandering streets. Unclear details.",2020-02-09,12:23:59,"138 Broadway St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
153,12.0,Male,Urban,Emotional,Medium,Police,No,Resolved,Low self-esteem observed by teacher. Typo heree.,2015-12-09,04:12:33,"354 Park Ave, Tupelo, MS",Lee County,,0.0,True,Ongoing,Unassigned
154,17.0,Other,Suburban,Sexual,Medium,Teacher,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Typo heree.",2013-01-02,08:58:12,"806 Oak St, Olive Branch, MS",Rankin County,,0.0,True,Ongoing,Unassigned
155,15.0,Male,Rural,Sexual,Medium,Teacher,Yes,Dismissed,Inappropriate comments made by caregiver. Unclear details.,2018-09-29,03:59:13,"369 Church St, Horn Lake, MS",Lee County,,0.0,True,Ongoing,Unassigned
156,9.0,Female,Urban,Physical,Medium,Neighbor,No,Resolved,Seen limping and reluctant to explain. Typo heree.,2010-06-12,06:11:55,"304 Oak St, Olive Branch, MS",Forrest County,,0.0,True,Ongoing,Unassigned
157,7.0,Female,Suburban,Neglect,Medium,Neighbor,Yes,Resolved,"No supervision at home, child wandering streets. Typo heree.",2016-02-15,15:18:55,"409 Maple Ave, Biloxi, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
158,10.0,Female,Suburban,Sexual,Medium,Neighbor,No,Dismissed,"Unusual behavior, child refuses to discuss.",2014-11-01,16:44:51,"369 Broadway St, Southaven, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
159,16.0,Female,Suburban,Physical,Medium,Other,No,Ongoing,"Frequent injuries, parents claim accidental.",2015-05-12,15:04:08,"427 Park Ave, Horn Lake, MS",Madison County,,0.0,True,Ongoing,Unassigned
160,12.0,Female,Rural,Sexual,High,Other,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2023-06-06,01:48:42,"401 Park Ave, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
161,7.0,Male,Rural,Physical,Low,Other,Yes,Resolved,Seen limping and reluctant to explain. Typo heree.,2018-02-12,14:33:04,"656 River Rd, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
162,15.0,Male,Suburban,Physical,Medium,Parent,Yes,Resolved,Child reported with bruises and scars. Typo heree.,2016-07-26,21:56:01,"730 Park Ave, Meridian, MS",Forrest County,,0.0,True,Ongoing,Unassigned
163,6.0,Male,Urban,Neglect,Low,Teacher,Yes,Resolved,Child often appears hungry and unwashed. Unclear details.,2023-03-09,12:40:12,"833 Maple Ave, Meridian, MS",Lee County,,0.0,True,Ongoing,Unassigned
164,12.0,Male,Urban,Sexual,Medium,Police,Yes,Resolved,Inappropriate comments made by caregiver. Typo heree.,2012-05-21,14:02:00,"955 River Rd, Southaven, MS",Forrest County,,0.0,True,Ongoing,Unassigned
165,11.0,Female,Rural,Neglect,Medium,Parent,Yes,Ongoing,Child often appears hungry and unwashed. Unconfirmed report.,2024-10-18,19:54:49,"345 Maple Ave, Greenville, MS",Hinds County,,0.0,True,Ongoing,Unassigned
166,3.0,Other,Urban,Physical,High,Teacher,Yes,Ongoing,Seen limping and reluctant to explain. Typo heree.,2018-12-11,14:25:30,"221 Highland Ave, Olive Branch, MS",Jackson County,,0.0,True,Ongoing,Unassigned
167,2.0,Male,Rural,Emotional,Low,Teacher,Yes,Resolved,Low self-esteem observed by teacher.,2012-07-15,06:47:08,"251 Cedar St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
168,6.0,Other,Suburban,Sexual,Medium,Neighbor,No,Ongoing,"Signs of trauma, reported by neighbor. Typo heree.",2020-08-02,16:23:58,"169 Cedar St, Meridian, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
169,5.0,Male,Rural,Emotional,Medium,Neighbor,No,Ongoing,Low self-esteem observed by teacher.,2016-06-06,06:59:43,"648 Oak St, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
170,16.0,Male,Rural,Sexual,Medium,Parent,No,Ongoing,"Unusual behavior, child refuses to discuss. Typo heree.",2011-12-30,08:28:21,"857 Park Ave, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
171,8.0,Other,Suburban,Neglect,Medium,Neighbor,Yes,Resolved,Child often appears hungry and unwashed.,2015-07-11,00:32:31,"544 River Rd, Hattiesburg, MS",Forrest County,,0.0,True,Ongoing,Unassigned
172,11.0,Female,Urban,Neglect,Medium,Teacher,No,Dismissed,"Repeated absence from school, reported malnutrition. Unclear details.",2012-10-21,02:48:43,"894 Cedar St, Horn Lake, MS",Jackson County,,0.0,True,Ongoing,Unassigned
173,10.0,Male,Rural,Neglect,Medium,Neighbor,Yes,Dismissed,"No supervision at home, child wandering streets. Typo heree.",2022-09-14,05:40:55,"789 Cedar St, Olive Branch, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
174,12.0,Male,Rural,Neglect,Medium,Other,No,Dismissed,"Repeated absence from school, reported malnutrition. Unclear details.",2024-11-26,22:23:32,"480 Maple Ave, Jackson, MS",Lamar County,,0.0,True,Ongoing,Unassigned
175,6.0,Male,Suburban,Neglect,Medium,Neighbor,No,Resolved,"Repeated absence from school, reported malnutrition. Typo heree.",2023-07-13,11:39:46,"461 River Rd, Biloxi, MS",Rankin County,,0.0,True,Ongoing,Unassigned
176,5.0,Other,Urban,Emotional,Low,Teacher,Yes,Ongoing,Child shows signs of withdrawal and fear. Typo heree.,2018-05-27,16:48:25,"809 Main St, Southaven, MS",Lee County,,0.0,True,Ongoing,Unassigned
177,9.0,Female,Rural,Neglect,High,Parent,Yes,Ongoing,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2024-08-17,14:53:09,"646 Maple Ave, Biloxi, MS",Lee County,,0.0,True,Ongoing,Unassigned
178,16.0,Other,Suburban,Physical,Medium,Police,No,Resolved,"Frequent injuries, parents claim accidental.",2010-10-30,13:50:40,"509 River Rd, Greenville, MS",Lamar County,,0.0,True,Ongoing,Unassigned
179,14.0,Other,Rural,Physical,High,Neighbor,No,Resolved,Child reported with bruises and scars. Unconfirmed report.,2024-08-30,12:47:00,"679 River Rd, Tupelo, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
180,8.0,Female,Suburban,Emotional,Low,Teacher,No,Dismissed,Reports of constant yelling and verbal abuse.,2013-03-12,20:12:09,"809 Main St, Tupelo, MS",Forrest County,,0.0,True,Ongoing,Unassigned
181,14.0,Other,Urban,Sexual,High,Police,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2014-07-12,19:15:35,"882 Highland Ave, Horn Lake, MS",Forrest County,,0.0,True,Ongoing,Unassigned
182,7.0,Female,Urban,Physical,High,Police,Yes,Resolved,Child reported with bruises and scars. Typo heree.,2019-12-25,16:38:11,"574 Pine St, Horn Lake, MS",Rankin County,,0.0,True,Ongoing,Unassigned
183,5.0,Male,Urban,Sexual,Medium,Other,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2012-01-27,15:08:02,"567 River Rd, Gulfport, MS",Lamar County,,0.0,True,Ongoing,Unassigned
184,2.0,Female,Urban,Emotional,Medium,Police,No,Ongoing,Low self-esteem observed by teacher. Unconfirmed report.,2013-07-11,16:24:56,"287 Church St, Gulfport, MS",Lee County,,0.0,True,Ongoing,Unassigned
185,11.0,Male,Rural,Sexual,Medium,Teacher,Yes,Resolved,"Signs of trauma, reported by neighbor.",2012-08-30,15:00:47,"669 Oak St, Jackson, MS",Forrest County,,0.0,True,Ongoing,Unassigned
186,8.0,Other,Rural,Sexual,High,Teacher,No,Resolved,"Unusual behavior, child refuses to discuss.",2023-01-15,10:55:41,"968 Church St, Greenville, MS",Harrison County,,0.0,True,Ongoing,Unassigned
187,1.0,Other,Urban,Sexual,Medium,Neighbor,Yes,Ongoing,"Signs of trauma, reported by neighbor. Unclear details.",2013-02-20,23:13:31,"813 Cedar St, Greenville, MS",Harrison County,,0.0,True,Ongoing,Unassigned
188,12.0,Male,Urban,Sexual,Low,Neighbor,Yes,Ongoing,"Signs of trauma, reported by neighbor.",2011-07-04,09:00:58,"376 Oak St, Tupelo, MS",Hinds County,,0.0,True,Ongoing,Unassigned
189,2.0,Other,Urban,Emotional,Medium,Neighbor,Yes,Ongoing,Reports of constant yelling and verbal abuse. Unclear details.,2020-09-11,09:29:22,"719 Pine St, Jackson, MS",Harrison County,,0.0,True,Ongoing,Unassigned
190,7.0,Female,Rural,Physical,High,Police,No,Dismissed,"Frequent injuries, parents claim accidental. Unclear details.",2021-04-07,15:07:11,"386 Cedar St, Horn Lake, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
191,17.0,Male,Urban,Neglect,High,Police,Yes,Resolved,Child often appears hungry and unwashed. Typo heree.,2022-10-05,23:21:28,"680 Oak St, Southaven, MS",Forrest County,,0.0,True,Ongoing,Unassigned
192,14.0,Other,Urban,Sexual,High,Other,Yes,Dismissed,Inappropriate comments made by caregiver.,2019-03-12,09:54:16,"336 River Rd, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
193,7.0,Male,Urban,Physical,Medium,Neighbor,Yes,Ongoing,"Frequent injuries, parents claim accidental. Unclear details.",2023-07-04,19:06:14,"228 Highland Ave, Biloxi, MS",Jackson County,,0.0,True,Ongoing,Unassigned
194,3.0,Female,Suburban,Physical,Low,Parent,Yes,Dismissed,Seen limping and reluctant to explain. Unclear details.,2011-10-19,10:38:29,"871 Pine St, Tupelo, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
195,6.0,Female,Urban,Emotional,Low,Other,Yes,Ongoing,Low self-esteem observed by teacher.,2022-09-16,12:52:38,"197 Park Ave, Gulfport, MS",Lamar County,,0.0,True,Ongoing,Unassigned
196,2.0,Other,Suburban,Physical,Low,Parent,No,Dismissed,"Frequent injuries, parents claim accidental. Unconfirmed report.",2011-03-30,00:19:45,"460 Maple Ave, Greenville, MS",Madison County,,0.0,True,Ongoing,Unassigned
197,17.0,Female,Suburban,Emotional,Low,Police,Yes,Dismissed,Low self-esteem observed by teacher. Unclear details.,2020-07-14,10:52:07,"932 Cedar St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
198,12.0,Male,Urban,Sexual,Medium,Other,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Unclear details.",2014-09-29,16:08:15,"186 Main St, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
199,12.0,Female,Suburban,Sexual,Low,Other,No,Dismissed,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2013-07-20,20:10:42,"856 Cedar St, Tupelo, MS",Rankin County,,0.0,True,Ongoing,Unassigned
200,17.0,Male,Urban,Neglect,Medium,Teacher,No,Resolved,Child often appears hungry and unwashed. Unclear details.,2012-06-28,18:29:07,"502 Highland Ave, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
201,10.0,Male,Rural,Neglect,High,Police,Yes,Dismissed,"Repeated absence from school, reported malnutrition. Typo heree.",2010-03-01,05:19:37,"707 Broadway St, Olive Branch, MS",Harrison County,,0.0,True,Ongoing,Unassigned
202,3.0,Female,Rural,Neglect,Medium,Police,Yes,Dismissed,"No supervision at home, child wandering streets. Unclear details.",2020-05-04,13:46:32,"866 Park Ave, Horn Lake, MS",Madison County,,0.0,True,Ongoing,Unassigned
203,13.0,Other,Rural,Physical,High,Other,No,Resolved,"Frequent injuries, parents claim accidental. Unclear details.",2015-04-30,11:31:44,"224 Highland Ave, Meridian, MS",Rankin County,,0.0,True,Ongoing,Unassigned
204,12.0,Female,Rural,Sexual,Medium,Police,No,Ongoing,"Signs of trauma, reported by neighbor.",2020-05-29,10:09:59,"421 Broadway St, Southaven, MS",Lamar County,,0.0,True,Ongoing,Unassigned
205,17.0,Male,Suburban,Emotional,Low,Other,No,Resolved,Reports of constant yelling and verbal abuse.,2022-07-20,22:20:34,"583 Cedar St, Greenville, MS",Lee County,,0.0,True,Ongoing,Unassigned
206,4.0,Male,Urban,Neglect,Medium,Teacher,Yes,Dismissed,"No supervision at home, child wandering streets. Unclear details.",2011-11-05,01:32:16,"259 Maple Ave, Southaven, MS",Lee County,,0.0,True,Ongoing,Unassigned
207,10.0,Female,Urban,Emotional,Low,Other,Yes,Ongoing,Child shows signs of withdrawal and fear. Unconfirmed report.,2021-04-19,16:52:11,"719 Oak St, Southaven, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
208,11.0,Other,Urban,Emotional,Medium,Police,No,Dismissed,Reports of constant yelling and verbal abuse. Typo heree.,2017-11-02,21:03:38,"410 Oak St, Gulfport, MS",Hinds County,,0.0,True,Ongoing,Unassigned
209,6.0,Other,Rural,Neglect,Medium,Police,Yes,Dismissed,Child often appears hungry and unwashed. Unclear details.,2023-01-31,12:42:12,"532 Oak St, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
210,6.0,Male,Rural,Sexual,Low,Other,Yes,Resolved,"Unusual behavior, child refuses to discuss. Unclear details.",2024-09-24,22:49:10,"780 Main St, Greenville, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
211,9.0,Male,Urban,Neglect,Low,Other,No,Resolved,"No supervision at home, child wandering streets. Typo heree.",2017-06-14,17:21:41,"698 River Rd, Tupelo, MS",Hinds County,,0.0,True,Ongoing,Unassigned
212,15.0,Other,Rural,Emotional,Medium,Other,Yes,Ongoing,Reports of constant yelling and verbal abuse.,2015-01-18,09:36:57,"694 Park Ave, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
213,2.0,Female,Urban,Neglect,High,Neighbor,Yes,Ongoing,"No supervision at home, child wandering streets. Typo heree.",2010-03-23,04:16:49,"467 Oak St, Hattiesburg, MS",Lamar County,,0.0,True,Ongoing,Unassigned
214,4.0,Male,Urban,Emotional,Medium,Police,Yes,Ongoing,Low self-esteem observed by teacher. Unconfirmed report.,2018-01-20,13:08:19,"547 Pine St, Hattiesburg, MS",Madison County,,0.0,True,Ongoing,Unassigned
215,5.0,Male,Urban,Emotional,Medium,Police,Yes,Dismissed,Low self-esteem observed by teacher. Typo heree.,2019-05-29,15:17:28,"787 Park Ave, Greenville, MS",Harrison County,,0.0,True,Ongoing,Unassigned
216,17.0,Other,Urban,Neglect,Low,Neighbor,Yes,Resolved,Child often appears hungry and unwashed.,2015-05-14,22:56:39,"342 Pine St, Biloxi, MS",Lamar County,,0.0,True,Ongoing,Unassigned
217,8.0,Female,Urban,Physical,Medium,Other,No,Resolved,"Frequent injuries, parents claim accidental. Unclear details.",2021-09-27,00:07:00,"898 Pine St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
218,8.0,Other,Urban,Neglect,Medium,Teacher,Yes,Resolved,"Repeated absence from school, reported malnutrition. Typo heree.",2014-02-08,01:07:10,"713 Broadway St, Hattiesburg, MS",Lamar County,,0.0,True,Ongoing,Unassigned
219,12.0,Female,Urban,Physical,Medium,Other,Yes,Ongoing,Child reported with bruises and scars.,2020-08-02,19:14:44,"340 Broadway St, Greenville, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
220,8.0,Female,Rural,Emotional,High,Other,No,Resolved,Low self-esteem observed by teacher. Unconfirmed report.,2023-11-01,23:07:45,"249 Highland Ave, Hattiesburg, MS",Harrison County,,0.0,True,Ongoing,Unassigned
